Artist,Title,Lyrics
Toto,Mad About You,"There's something I must say  
Something I must do  
I planned it all this way  
Designed it just for you  
Do you want to be with me  
Be with me at all  
Do you have to be so cool?  
Your gentle touch maneuvered me  
But all the time I always knew  
  
I'm really mad about you  
There's nothing bad about our love  
I'm giving you the only heart I have  
But I'm afraid tonight it won't be enough  
  
Can we go on this way  
There's nothing left to prove  
It's not another game  
Or another simple move  
Do you believe in me  
Believe in me at all  
Are you telling me the truth?  
Is it just imagination  
Or the perfect dream  
That I'm here with you  
  
I'm really mad about you  
There's nothing bad about our love  
I'm giving you the only heart I have  
But I'm afraid tonight it won't be enough  
  
I'm really mad about you  
There's nothing bad about our love  
I've never had a broken heart before  
But I know you'll never tear mine apart

"
U2,Do You Feel Loved?,"Take these hands they're good for nothing  
You know these hands never worked a day  
Take these boots they're going nowhere  
You know these boots don't want to stray  
  
You got my head filled with songs  
You got my shoelaces undone  
Take my shirt, go on take it off me  
You can tear it up  
If you can tie me down  
  
Do you feel loved  
Do you feel loved  
Do you feel loved  
Do you feel loved  
  
Take the colors of my imagination  
Take the scent hanging in the air  
Take this tangle of a conversation  
And turn it into your own prayer  
  
With my fingers as you want them  
With my nails under your hide  
With my teeth at your back  
And my tongue to tell you the sweetest lies  
  
Do you feel loved  
Do you feel loved  
Do you feel loved  
And it looks like the sun  
But it feels like the rain  
  
Love's a bully pushing and shoving  
In the belly of a woman  
Heavy rhythm taking over  
To stick together  
A man and a woman  
Stick together  
Man and woman  
Stick together...  
  
And I feel loved  
Do you feel loved  
Do you feel loved  
And it looks like the sun  
But it feels like the rain  
And there's heat in the sun  
To see us through the rain  
  
Do you feel loved  
Do you feel loved  
Do you feel...  
Do you feel...

"
Randy Travis,O Little Town Of Bethlehem,"Oh little town of Bethlehem  
How still we see thee lie  
Above thy deep and dreamless sleep  
The silent stars go by  
Yet in thy dark streets shine'th  
The everlasting Light  
The hopes and fears of all the years  
Are met in thee tonight  
  
For Christ is born of Mary  
And gathered all above  
While mortals sleep, the angels keep  
Their watch of wondering love  
Oh morning stars together  
Proclaim the holy birth  
And praises sing to God the king  
And peace to men on earth  
  
Oh little town of Bethlehem  
How still we see thee lie  
Above thy deep and dreamless sleep  
The silent stars go by  
Yet in thy dark streets shine'th  
The everlasting light  
The hopes and fears of all the years  
Are met in thee tonight  
  
The hopes and fears of all the years  
Are met in thee tonight

"
Talking Heads,Air,"Air... Air  
Hit me in the face  
I run faster  
(Faster faster faster)  
Faster into the air  
(I say to myself)  
What is happening to my skin?  
Where is that protection that I needed?  
Air can hurt you too  
Air can hurt you too  
Some people say not to worry about the air  
Some people never had experience with...  
  
Air... Air  
It can break your heart  
So remember when the weather gets rough  
(You'll say to yourself)  
What is happening to my skin?  
Where is that protection that I needed?  
Air can hurt you too  
Air can hurt you too  
Some people say not to worry about the air  
Some people don't know shit about the...  
Air...

"
Scorpions,Always Somewhere,"Arrive at seven the place feels good  
No time to call you today  
Encores till eleven then Chinese food  
Back to the hotel again  
  
I call your number the line ain't free  
I like to tell you come to me  
A night without you seems like a lost dream  
Love I can't tell you how I feel  
  
Always somewhere  
Miss you where I've been  
I'll be back to love you again  
  
Another morning another place  
The only day off is far away  
But every city has seen me in the end  
And brings me to you again  
  
Always somewhere  
Miss you where I've been  
I'll be back to love you again

"
Reo Speedwagon,Do Your Best,"Don't you know you better watch this man,  
Better look him in the eye  
See if he returns your look or if he  
Tries to stay a little shy  
Maybe soon you'll get involved again  
Better best beware  
You may expose this man for what he is,  
And prove he just doesn't care  
  
And I believe in the things that I said  
And the prosecution rests  
But if you're gonna try and defend this man  
I said you better do your doggone best  
  
He's been consistent for quite a few years  
Said he always acts the same  
Check the record of the things that he's done  
And you'll know the nature of his game

"
The Monkees,The Kind Of Girl I Could Love,"Girl, you look mighty good to me  
And I know that you've got to be  
The kind of girl I could love.  
  
You've got the sweetest pair of eyes  
And your kiss would be paradise  
You're the kind of girl I could love.  
  
You do something to my soul  
That no one's ever done.  
If you're looking for true love  
Then let me be the one.  
  
Girl, deep in my soul I'm sure  
And my heart has no doubt that you're  
The kind of girl I could love.  
The kind of girl I could love.

"
Paul Simon,Peace Like A River,"Peace like a river ran through the city  
Long past the midnight curfew  
We sat starry-eyed  
We were satisfied  
  
And I remember  
Misinformation followed us like a plague  
Nobody knew from time to time  
If the plans where changed  
If the plans were changed  
  
You can beat us with wires  
You can beat us with chains  
You can run out your rules  
But you know you can't outrun the history train  
I've seen a glorious day  
  
Four in the morning  
I woke up from out of my dreams  
Nowhere to go but back to sleep  
But I'm reconciled  
  
Oh, oh, oh, I'm gonna be up for a while  
Oh, oh, oh  
I'm gonna be up for a while

"
Wilson Phillips,Flesh And Blood,"My friend's flesh and blood  
She lies overtime  
You'd nail her if you could  
But she says  
Love me for my mind  
In my time  
I'm not that kind  
  
My friend's flesh and blood  
Night size, perfect ten  
So rude, she's no good  
But as she says  
It pays to win  
Play to win  
She plays to win  
  
My friend's flesh and blood  
Street wise for her time  
You'd nail her if you could  
But she says  
Love me for my mind  
In my time

"
Leonard Cohen,Never Any Good,"I was never any good at loving you  
I was never any good at coming  
Through for you  
You're going to feel much better  
When you cut me loose forever  
I was never any good  
Never any good  
I was never any good at loving you  
  
I was dying when we met  
I bet my life on you  
But you called me and I folded  
Like you knew I'd do  
You called my ace, my king, my bluff  
Okay, you win, enough's enough  
I was never any good  
Never any good  
I was never any good at loving you  
  
I was pretty good at taking out  
The garbage  
Pretty good at holding up the wall  
Dealing with the fire and the earthquake  
But that don't count  
That don't count  
That don't count for nothing much at all  
  
I was never any good at loving you  
I was just a tourist in your bed looking  
At the view  
But I can't forget where my lips  
Have been  
Those holy hills, that deep ravine  
I was never any good  
Never any good  
I was never any good at loving you  
  
I was pretty good at taking out the garbage  
Pretty good at holding up the wall  
I'm sorry for my crimes against  
The moonlight  
I didn't think  
I didn't think  
I didn't think the moon would mind at all  
  
I was never any good at loving you  
At doing what a woman really wants  
A man to do  
You're going to feel much better  
When you cut me loose forever  
I was never any good  
Never any good  
I was never any good at loving you

"
Demi Lovato,Kiss This,"I saw you on the front page of the letter  
She had to run away but you just wouldn't let her  
So what is she supposed to do  
She can't do anything when she's with you  
Try to find her heart but it's so lost  
Now it's time to show you who's boss  
  
123 she doesn't wanna be  
Held down so she can't see  
All of the coolest things  
She can be'  
Nobody knows but me  
Take a chance a see  
She gonna make wish  
So kiss this  
  
When she finds the one  
Her heart starts to jump  
She thinks he's never gone  
He's says hell never run  
Away with her heart  
It's no longer lost  
It's time to show you who's boss  
  
123 she doesn't wanna be  
Held down so she can't see  
All of the coolest things  
She can be  
Nobody knows but me  
Take a chance a see  
She gonna make wish  
So kiss this  
  
Oh oh oh oh oh oh oh ohhhhh  
Gotta get back to her heart  
Tell her where to go when she starts  
To cry and ask  
The world why  
  
Well baby... Here it comes  
  
123 she doesn't wanna be  
Held down so she can't see  
All of the coolest things  
She can be  
Nobody knows but me  
Take a chance a see  
She gonna make wish  
So kiss this  
2x  
  
C'mon c'mon and kiss this you can't c'mon and kiss this  
  
Ohhh

"
Great Big Sea,Tickle Cove Pond,"In cuttin' and haulin' in frost and in snow  
We're up against troubles that few people know  
It's only by courage and patience and grit  
And eatin' plain food that we keep ourselves fit  
The hard and the easy we take as they come  
And when ponds freeze over we shorten our runs  
To hurry my haulin' with spring coming on  
I near lost me a mare out on Tickle Cove Pond  
  
Lay hold William Oldford, lay hold William White  
Lay hold of the cordage and pull all your might  
Lay hold of the bowline and pull all you can  
And give me a lift with poor Kit on the pond  
  
I knew that the ice grew weaker each day  
But still took the risk and kept haulin' away  
One evening in April, bound home with a load  
My mare showed some halting against the ice road  
She knew more than I did as matters turned out  
Been lucky for me had I joined her in doubt  
She turned round her head with tears in her eyes  
As if she was sayin', you're risking our lives  
  
All this I ignored with a whip-handle blow  
For man is a stupid dumb creature you know  
And the very next moment the pond gave a sigh  
And up to our necks went poor Kitty and I  
  
Lay hold William Oldford, lay hold William White  
Lay hold of the cordage and pull all your might  
Lay hold of the bowline and pull all you can  
And give me a lift with poor Kit on the pond  
  
And if I had taken wise Kitty's advice  
I ne'er would have made that shortcut on the ice  
Poor creature she's dead, poor creature she's gone  
I'll ne'er get my mare out of Tickle Cove Pond  
  
I raised an alarm you could hear for a mile  
And neighbors showed up in a very short while  
You can always rely on the Oldfords and Whites  
To render assistance in all your bad plights  
To help a kind neighbor is part of their lives  
The same can be said for their children and wives  
And with the rope fastened around the mare's breast  
William White for a shanty song made a request  
There was no time for thinkin', no time for delay  
Straight from his heart came this song right away  
  
Lay hold William Oldford, lay hold William White  
Lay hold of the cordage and pull all your might  
Lay hold of the bowline and pull all you can  
And give me a lift with poor Kit on the pond  
  
Lay hold William Oldford, lay hold William White  
Lay hold of the cordage and pull all your might  
Lay hold of the bowline and pull all you can  
And give me a lift with poor Kit on the pond

"
